key,text:es,ipa:es,audio:es,audio source:es,tags:es
Thursday,jueves,/ˈxwe.βes/,[sound:al_es_es_thursday.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
tight,apretado,/a.pɾeˈta.ðo/,[sound:al_es_es_tight.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to beat,golpear,/ɡolˈpe.aɾ/,[sound:al_es_es_to_beat.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
to bend,doblar,/doˈβlaɾ/,[sound:al_es_es_to_bend.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to break,romper,/romˈpeɾ/,[sound:al_es_es_to_break.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to build,construir,/kons.tɾuˈiɾ/,[sound:al_es_es_to_build.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to burn,quemar,/keˈmaɾ/,[sound:al_es_es_to_burn.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
to buy,comprar,/komˈpɾaɾ/,[sound:al_es_es_to_buy.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to call,llamar,/ʝaˈmaɾ/,[sound:al_es_es_to_call.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to carry,llevar,/ʝeˈβaɾ/,[sound:al_es_es_to_carry.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to catch,atrapar,/a.tɾaˈpaɾ/,[sound:al_es_es_to_catch.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to clean,limpiar,/limˈpjaɾ/,[sound:al_es_es_to_clean.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to close,cerrar,/θeˈraɾ/,[sound:al_es_es_to_close.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to cook,cocinar,/ko.θiˈnaɾ/,[sound:al_es_es_to_cook.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to count,contar,/konˈtaɾ/,[sound:al_es_es_to_count.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to cry,llorar,/ʝoˈɾaɾ/,[sound:al_es_es_to_cry.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to cut,cortar,/koɾˈtaɾ/,[sound:al_es_es_to_cut.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to dance,bailar,/baiˈlaɾ/,[sound:al_es_es_to_dance.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
to die,morir,/moˈɾiɾ/,[sound:al_es_es_to_die.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to dig,cavar,/kaˈβaɾ/,[sound:al_es_es_to_dig.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to draw,dibujar,/di.βuˈxaɾ/,[sound:al_es_es_to_draw.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to drink,beber,/beˈβeɾ/,[sound:al_es_es_to_drink.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to drive,conducir,/kon.duˈθiɾ/,[sound:al_es_es_to_drive.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to eat,comer,/koˈmeɾ/,[sound:al_es_es_to_eat.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to explode,explotar,/eks.ploˈtaɾ/,[sound:al_es_es_to_explode.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to fall,caer,/kaˈeɾ/,[sound:al_es_es_to_fall.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to feed,alimentar,/a.li.menˈtaɾ/,[sound:al_es_es_to_feed.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to fight,pelear,/pe.leˈaɾ/,[sound:al_es_es_to_fight.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to find,encontrar,/en.konˈtɾaɾ/,[sound:al_es_es_to_find.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to fly,volar,/boˈlaɾ/,[sound:al_es_es_to_fly.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to follow,seguir,/seˈɣiɾ/,[sound:al_es_es_to_follow.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to go,ir,/ˈiɾ/,[sound:al_es_es_to_go.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to grow,crecer,/kɾeˈθeɾ/,[sound:al_es_es_to_grow.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to hang,colgar,/kolˈɣaɾ/,[sound:al_es_es_to_hang.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to hear,oír,/oˈiɾ/,[sound:al_es_es_to_hear.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to jump,saltar,/salˈtaɾ/,[sound:al_es_es_to_jump.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to kill,matar,/maˈtaɾ/,[sound:al_es_es_to_kill.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to kiss,besar,/beˈsaɾ/,[sound:al_es_es_to_kiss.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to laugh,reír,/reˈiɾ/,[sound:al_es_es_to_laugh.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
to learn,aprender,/a.pɾenˈdeɾ/,[sound:al_es_es_to_learn.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to lie down,acostarse,/a.kosˈtaɾ.se/,[sound:al_es_es_to_lie_down.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to lift,levantar,/le.βanˈtaɾ/,[sound:al_es_es_to_lift.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to listen,escuchar,/es.kuˈtʃaɾ/,[sound:al_es_es_to_listen.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to lose,perder,/peɾˈdeɾ/,[sound:al_es_es_to_lose.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to love,amar,/aˈmaɾ/,[sound:al_es_es_to_love.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to marry,casarse,/kaˈsaɾ.se/,[sound:al_es_es_to_marry.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to melt,derretir,/de.reˈtiɾ/,[sound:al_es_es_to_melt.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to mix / to stir,mezclar,/meθˈklaɾ/,[sound:al_es_es_to_mix_to_stir.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to open,abrir,/aˈβɾiɾ/,[sound:al_es_es_to_open.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to pass by,pasar,/paˈsaɾ/,[sound:al_es_es_to_pass_by.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to pay,pagar,/paˈɣaɾ/,[sound:al_es_es_to_pay.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to play,jugar,/xuˈɣaɾ/,[sound:al_es_es_to_play.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to pray,rezar,/reˈθaɾ/,[sound:al_es_es_to_pray.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to pull,tirar,/tiˈɾaɾ/,[sound:al_es_es_to_pull.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to push,empujar,/em.puˈxaɾ/,[sound:al_es_es_to_push.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to run,correr,/koˈreɾ/,[sound:al_es_es_to_run.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to see,ver,/ˈbeɾ/,[sound:al_es_es_to_see.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to sell,vender,/benˈdeɾ/,[sound:al_es_es_to_sell.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to shake,agitar,/a.xiˈtaɾ/,[sound:al_es_es_to_shake.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to shoot (a gun),disparar,/dispaˈɾaɾ/,[sound:al_es_es_to_shoot_a_gun.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to sign,firmar,/fiɾˈmaɾ/,[sound:al_es_es_to_sign.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to sing,cantar,/kanˈtaɾ/,[sound:al_es_es_to_sing.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to sit,sentarse,/senˈtaɾ.se/,[sound:al_es_es_to_sit.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to sleep,dormir,/doɾˈmiɾ/,[sound:al_es_es_to_sleep.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to smell,oler,/oˈleɾ/,[sound:al_es_es_to_smell.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to smile,sonreír,/son.reˈiɾ/,[sound:al_es_es_to_smile.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
to speak / to say,hablar / decir,/aˈβlaɾ/ /deˈθiɾ/,[sound:al_es_es_to_speak_to_say.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to stand,ponerse de pie,/poˈneɾ.se ðe ˈpje/,[sound:al_es_es_to_stand.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to stop,parar,/paˈɾaɾ/,[sound:al_es_es_to_stop.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to swim,nadar,/naˈðaɾ/,[sound:al_es_es_to_swim.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to taste,probar,/pɾoˈβaɾ/,[sound:al_es_es_to_taste.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to teach,enseñar,/en.seˈɲaɾ/,[sound:al_es_es_to_teach.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to think,pensar,/penˈsaɾ/,[sound:al_es_es_to_think.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to throw,lanzar,/lanˈθaɾ/,[sound:al_es_es_to_throw.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to touch,tocar,/toˈkaɾ/,[sound:al_es_es_to_touch.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to turn,girar,/xiˈɾaɾ/,[sound:al_es_es_to_turn.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to wake up,despertarse,/des.peɾˈtaɾ.se/,[sound:al_es_es_to_wake_up.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to walk,caminar,/ka.miˈnaɾ/,[sound:al_es_es_to_walk.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to wash,lavar,/laˈβaɾ/,[sound:al_es_es_to_wash.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to watch,mirar,/miˈɾaɾ/,[sound:al_es_es_to_watch.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to wear,llevar,/ʝeˈβaɾ/,[sound:al_es_es_to_carry.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to win,ganar,/ɡaˈnaɾ/,[sound:al_es_es_to_win.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
to work,trabajar,/tɾa.βaˈxaɾ/,[sound:al_es_es_to_work.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
to write,escribir,/es.kɾiˈβiɾ/,[sound:al_es_es_to_write.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
transportation,el transporte,/el tɾansˈpoɾte/,[sound:al_es_es_transportation.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
Tuesday,martes,/ˈmaɾ.tes/,[sound:al_es_es_tuesday.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
twelve (12),doce,/ˈdo.θe/,[sound:al_es_es_twelve_12.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
twenty (20),veinte,/ˈbjen.te/,[sound:al_es_es_twenty_20.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
twenty-one (21),veintiuno,/ˈbjen.tju.no/,[sound:al_es_es_twenty_one_21.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
twenty-two (22),veintidós,/ˈbjen.tiˈðos/,[sound:al_es_es_twenty_two_22.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
two (2),dos,/ˈdos/,[sound:al_es_es_two_2.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
ugly,feo,/ˈfe.o/,[sound:al_es_es_ugly.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
up,arriba,/aˈri.βa/,[sound:al_es_es_up.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
war,la guerra,/la ˈɣe.ra/,[sound:al_es_es_war.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
warm,templado,/temˈpla.ðo/,[sound:al_es_es_warm.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
water,el agua,/el ˈa.ɣwa/,[sound:al_es_es_water.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
we,nosotros / nosotras,/noˈso.tɾos/ /noˈso.tɾas/,[sound:al_es_es_we.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
weak,débil,/ˈde.βil/,[sound:al_es_es_weak.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
wedding,la boda,/la ˈbo.ða/,[sound:al_es_es_wedding.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
Wednesday,miércoles,/ˈmjɛɾ.ko.les/,[sound:al_es_es_wednesday.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
weight,el peso,/el ˈpe.so/,[sound:al_es_es_weight.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
wet,mojado,/moˈxa.ðo/,[sound:al_es_es_wet.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
white,blanco,/ˈblaŋko/,[sound:al_es_es_white.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
wide,ancho,/ˈan.tʃo/,[sound:al_es_es_wide.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
wine,el vino,/el ˈbi.no/,[sound:al_es_es_wine.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
wood,la madera,/la maˈðe.ɾa/,[sound:al_es_es_wood.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
yellow,amarillo,/amaˈɾiʎo/,[sound:al_es_es_yellow.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
yes,sí,/si/,[sound:al_es_es_yes.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
"you [plural, y'all]",vosotros / vosotras,/boˈso.tɾos/ /boˈso.tɾas/,[sound:al_es_es_you_plural_y_all.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
you [singular],tú,/tu/,[sound:al_es_es_you_singular.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
young,joven,/ˈxo.βen/,[sound:al_es_es_young.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
