key,text:ta,ipa:ta,audio:ta,audio source:ta,tags:ta
tight,இறுக்கமான,/iɾukkɑmaːnɑ/,[sound:al_ta_in_tight.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to beat,அடிக்க,/aɖikka/,[sound:al_ta_in_to_beat.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to bend,வளைக்க,/ʋaɭaikka/,[sound:al_ta_in_to_bend.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to break,உடைக்க,/uɖaikka/,[sound:al_ta_in_to_break.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to build,கட்ட,/kaʈʈa/,[sound:al_ta_in_to_build.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to burn,எரிக்க,/erikka/,[sound:al_ta_in_to_burn.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to buy,வாங்க,/ʋaːŋɡa/,[sound:al_ta_in_to_buy.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to call,அழைக்க,/aɻaikka/,[sound:al_ta_in_to_call.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to carry,சுமக்க,/sumakka/,[sound:al_ta_in_to_carry.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to catch,பிடிக்க,/piɖikka/,[sound:al_ta_in_to_catch.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to clean,சுத்தம் செய்ய,/suttam sejja/,[sound:al_ta_in_to_clean.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to close,மூட,/muːɖa/,[sound:al_ta_in_to_close.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to cook,சமைக்க,/samaikka/,[sound:al_ta_in_to_cook.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to count,எண்ண,/eɳɳa/,[sound:al_ta_in_to_count.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to cry,அழ,/aɻa/,[sound:al_ta_in_to_cry.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to cut,வெட்ட,/ʋeʈʈa/,[sound:al_ta_in_to_cut.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to dance,நடனமாட,/naɖanamaːɖa/,[sound:al_ta_in_to_dance.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to die,இறக்க,/iɾakka/,[sound:al_ta_in_to_die.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to dig,தோண்ட,/toːɳɖa/,[sound:al_ta_in_to_dig.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to draw,வரைய,/ʋaɾaija/,[sound:al_ta_in_to_draw.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to drink,குடிக்க,/kuɖikka/,[sound:al_ta_in_to_drink.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to drive,ஓட்ட,/oːʈʈa/,[sound:al_ta_in_to_drive.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to eat,சாப்பிட,/saːppiɖa/,[sound:al_ta_in_to_eat.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to explode,வெடிக்க,/ʋeɖikka/,[sound:al_ta_in_to_explode.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to fall,விழ,/ʋiɻa/,[sound:al_ta_in_to_fall.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to feed,உணவளிக்க,/uɳaʋaɭikka/,[sound:al_ta_in_to_feed.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to fight,சண்டையிட,/saɳɖaijjiɖa/,[sound:al_ta_in_to_fight.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to find,கண்டுபிடிக்க,/kaɳɖupiɖikka/,[sound:al_ta_in_to_find.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to fly,பறக்க,/paɾakka/,[sound:al_ta_in_to_fly.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to follow,பின்பற்ற,/pinpatɾa/,[sound:al_ta_in_to_follow.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to go,செல்ல,/sella/,[sound:al_ta_in_to_go.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to grow,வளர,/ʋaɭaɾa/,[sound:al_ta_in_to_grow.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to hang,தொங்க,/toŋɡa/,[sound:al_ta_in_to_hang.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to hear,கேட்க,/keːʈka/,[sound:al_ta_in_to_hear.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to jump,குதிக்க,/kudikka/,[sound:al_ta_in_to_jump.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to kill,கொல்ல,/kolla/,[sound:al_ta_in_to_kill.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to kiss,முத்தமிட,/muttamiɖa/,[sound:al_ta_in_to_kiss.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to laugh,சிரிக்க,/siɾikka/,[sound:al_ta_in_to_laugh.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to learn,கற்க,/kaɾka/,[sound:al_ta_in_to_learn.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to lie down,படுக்க,/paɖukka/,[sound:al_ta_in_to_lie_down.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to lift,தூக்க,/tuːkka/,[sound:al_ta_in_to_lift.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to listen,கேட்க,/keːʈka/,[sound:al_ta_in_to_listen.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to lose,இழக்க,/iɻakka/,[sound:al_ta_in_to_lose.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to love,நேசிக்க,/neːsikka/,[sound:al_ta_in_to_love.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to marry,திருமணம் செய்ய,/tirumaɳam sejja/,[sound:al_ta_in_to_marry.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to melt,உருக,/uɾuɡa/,[sound:al_ta_in_to_melt.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to mix / to stir,கலக்க,/kalakka/,[sound:al_ta_in_to_mix_to_stir.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to open,திறக்க,/tiɾakka/,[sound:al_ta_in_to_open.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to pass by,கடந்து செல்ல,/kaɖandu sella/,[sound:al_ta_in_to_pass_by.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to pay,செலுத்த,/selutta/,[sound:al_ta_in_to_pay.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to play,விளையாட,/ʋiɭaijaːɖa/,[sound:al_ta_in_to_play.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to pray,பிரார்த்தனை செய்ய,/piraːrttanai sejja/,[sound:al_ta_in_to_pray.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to pull,இழுக்க,/iɻukka/,[sound:al_ta_in_to_pull.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to push,தள்ள,/taɭɭa/,[sound:al_ta_in_to_push.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to run,ஓட,/oːɖa/,[sound:al_ta_in_to_run.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to see,பார்க்க,/paːrkka/,[sound:al_ta_in_to_see.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to sell,விற்க,/ʋiɾka/,[sound:al_ta_in_to_sell.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to shake,அசைக்க,/asaikka/,[sound:al_ta_in_to_shake.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to shoot (a gun),சுட,/suɖa/,[sound:al_ta_in_to_shoot_a_gun.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to sign,கையெழுத்திட,/kaijjeɻuttiɖa/,[sound:al_ta_in_to_sign.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to sing,பாட,/paːɖa/,[sound:al_ta_in_to_sing.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to sit,உட்கார,/uʈkaːɾa/,[sound:al_ta_in_to_sit.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to sleep,தூங்க,/tuːŋɡa/,[sound:al_ta_in_to_sleep.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to smell,மணம் பிடிக்க,/maɳam piɖikka/,[sound:al_ta_in_to_smell.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to smile,புன்னகைக்க,/punnaɡaikka/,[sound:al_ta_in_to_smile.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to speak / to say,பேச,/peːtʃa/,[sound:al_ta_in_to_speak_to_say.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to stand,நிற்க,/niɾka/,[sound:al_ta_in_to_stand.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to stop,நிறுத்த,/niɾutta/,[sound:al_ta_in_to_stop.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to swim,நீந்த,/niːnda/,[sound:al_ta_in_to_swim.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to taste,சுவைக்க,/suʋaikka/,[sound:al_ta_in_to_taste.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to teach,கற்பிக்க,/kaɾpikka/,[sound:al_ta_in_to_teach.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to think,நினைக்க,/ninaikka/,[sound:al_ta_in_to_think.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to throw,எறிய,/eɾija/,[sound:al_ta_in_to_throw.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to touch,தொட,/toɖa/,[sound:al_ta_in_to_touch.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to turn,திரும்ப,/tirumba/,[sound:al_ta_in_to_turn.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to wake up,விழித்தெழ,/ʋiɻitteɻa/,[sound:al_ta_in_to_wake_up.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to walk,நட,/naɖa/,[sound:al_ta_in_to_walk.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to wash,கழுவ,/kaɻuʋa/,[sound:al_ta_in_to_wash.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to watch,பார்க்க,/paːrkka/,[sound:al_ta_in_to_watch.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to wear,அணிய,/aɳija/,[sound:al_ta_in_to_wear.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to win,வெற்றி பெற,/ʋettɾi peɾa/,[sound:al_ta_in_to_win.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
to work,வேலை செய்ய,/ʋeːlai sejja/,[sound:al_ta_in_to_work.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
to write,எழுத,/eɻuda/,[sound:al_ta_in_to_write.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
transportation,போக்குவரத்து,/poːkkuʋaɾattu/,[sound:al_ta_in_transportation.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
Tuesday,செவ்வாய்,/sevvaːj/,[sound:al_ta_in_tuesday.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
twelve (12),பன்னிரண்டு,/panniraɳɖu/,[sound:al_ta_in_twelve_12.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
twenty (20),இருபது,/iɾubadu/,[sound:al_ta_in_twenty_20.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
twenty-one (21),இருபத்தி ஒன்று,/iɾubatti onɖɾu/,[sound:al_ta_in_twenty_one_21.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
twenty-two (22),இருபத்தி இரண்டு,/iɾubatti iraɳɖu/,[sound:al_ta_in_twenty_two_22.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
two (2),இரண்டு,/iraɳɖu/,[sound:al_ta_in_two_2.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
ugly,அசிங்கமான,/asiŋɡamaːna/,[sound:al_ta_in_ugly.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
up,மேலே,/meːleː/,[sound:al_ta_in_up.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
war,போர்,/poːr/,[sound:al_ta_in_war.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
warm,சூடான,/suːɖaːna/,[sound:al_ta_in_warm.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
water,தண்ணீர்,/taɳɳiːr/,[sound:al_ta_in_water.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
we,நாம்,/naːm/,[sound:al_ta_in_we.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
weak,பலவீனமான,/palaʋiːnamaːna/,[sound:al_ta_in_weak.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
wedding,திருமணம்,/tirumaɳam/,[sound:al_ta_in_wedding.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
Wednesday,புதன்,/pudan/,[sound:al_ta_in_wednesday.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
weight,எடை,/eɖai/,[sound:al_ta_in_weight.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
wet,ஈரமான,/iːɾamaːna/,[sound:al_ta_in_wet.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
white,வெள்ளை,/ʋeɭɭai/,[sound:al_ta_in_white.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
wide,அகலமான,/aɡalamaːna/,[sound:al_ta_in_wide.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
wine,மது,/madu/,[sound:al_ta_in_wine.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
wood,மரம்,/maɾam/,[sound:al_ta_in_wood.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
yellow,மஞ்சள்,/man͡ʒaɭ/,[sound:al_ta_in_yellow.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
yes,ஆம்,/aːm/,[sound:al_ta_in_yes.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
"you [plural, y'all]",நீங்கள்,/niːŋɡaɭ/,[sound:al_ta_in_you_plural_y_all.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
you [singular],நீ,/niː/,[sound:al_ta_in_you_singular.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
young,இளம்,/iɭam/,[sound:al_ta_in_young.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
