key,text:fa,ipa:fa,audio:fa,audio source:fa,tags:fa
to sit,نشستن,/neʃæstæn/,[sound:al_fa_ir_to_sit.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to sleep,خوابیدن,/xɒːbidæn/,[sound:al_fa_ir_to_sleep.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to smell,بوییدن,/bujidæn/,[sound:al_fa_ir_to_smell.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to smile,لبخند زدن,/læbxænd zædæn/,[sound:al_fa_ir_to_smile.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to speak / to say,صحبت کردن,/sohbæt kæɾdæn/,[sound:al_fa_ir_to_speak_to_say.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to stand,ایستادن,/istɒːdæn/,[sound:al_fa_ir_to_stand.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to stop,توقف کردن,/tævæɢof kæɾdæn/,[sound:al_fa_ir_to_stop.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to swim,شنا کردن,/ʃenɒː kæɾdæn/,[sound:al_fa_ir_to_swim.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to taste,چشیدن,/t͡ʃeʃidæn/,[sound:al_fa_ir_to_taste.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to teach,درس دادن,/dæɾs dɒːdæn/,[sound:al_fa_ir_to_teach.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to think,فکر کردن,/fekɾ kæɾdæn/,[sound:al_fa_ir_to_think.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to throw,پرت کردن,/pæɾt kæɾdæn/,[sound:al_fa_ir_to_throw.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to touch,لمس کردن,/læms kæɾdæn/,[sound:al_fa_ir_to_touch.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to turn,چرخیدن,/t͡ʃæɾxidæn/,[sound:al_fa_ir_to_turn.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to wake up,بیدار شدن,/bidɒːɾ ʃodæn/,[sound:al_fa_ir_to_wake_up.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to walk,راه رفتن,/ɾɒːh ɾæftæn/,[sound:al_fa_ir_to_walk.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to wash,شستن,/ʃostæn/,[sound:al_fa_ir_to_wash.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to watch,تماشا کردن,/tæmɒːʃɒː kæɾdæn/,[sound:al_fa_ir_to_watch.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to wear,پوشیدن,/puʃidæn/,[sound:al_fa_ir_to_wear.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to win,برنده شدن,/bærænde ʃodæn/,[sound:al_fa_ir_to_win.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to work,کار کردن,/kɒːɾ kæɾdæn/,[sound:al_fa_ir_to_work.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to write,نوشتن,/neveʃtæn/,[sound:al_fa_ir_to_write.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
transportation,حمل و نقل,/hæmlo næɢl/,[sound:al_fa_ir_transportation.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
Tuesday,سه‌شنبه,/seʃænbe/,[sound:al_fa_ir_tuesday.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
twelve (12),دوازده,/dævɒːzdæh/,[sound:al_fa_ir_twelve_12.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
twenty (20),بیست,/bist/,[sound:al_fa_ir_twenty_20.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
twenty-one (21),بیست و یک,/bisto jek/,[sound:al_fa_ir_twenty_one_21.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
twenty-two (22),بیست و دو,/bisto do/,[sound:al_fa_ir_twenty_two_22.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
two (2),دو,/do/,[sound:al_fa_ir_two_2.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
ugly,زشت,/zeʃt/,[sound:al_fa_ir_ugly.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
up,بالا,/bɒːlɒː/,[sound:al_fa_ir_up.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
war,جنگ,/d͡ʒæng/,[sound:al_fa_ir_war.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
warm,گرم,/gæɾm/,[sound:al_fa_ir_warm.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
water,آب,/ɒːb/,[sound:al_fa_ir_water.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
we,ما,/mɒː/,[sound:al_fa_ir_we.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
weak,ضعیف,/zæʔif/,[sound:al_fa_ir_weak.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
wedding,عروسی,/ʔæɾusi/,[sound:al_fa_ir_wedding.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
Wednesday,چهارشنبه,/t͡ʃæhɒːɾʃænbe/,[sound:al_fa_ir_wednesday.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
weight,وزن,/væzn/,[sound:al_fa_ir_weight.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
wet,خیس,/xis/,[sound:al_fa_ir_wet.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
white,سفید,/sefid/,[sound:al_fa_ir_white.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
wide,پهن,/pæhn/,[sound:al_fa_ir_wide.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
wine,شراب,/ʃæɾɒːb/,[sound:al_fa_ir_wine.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
wood,چوب,/t͡ʃub/,[sound:al_fa_ir_wood.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
yellow,زرد,/zæɾd/,[sound:al_fa_ir_yellow.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
yes,بله,/bæle/,[sound:al_fa_ir_yes.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
"you [plural, y'all]",شما,/ʃomɒː/,[sound:al_fa_ir_you_plural_y_all.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
you [singular],تو,/to/,[sound:al_fa_ir_you_singular.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
young,جوان,/d͡ʒævɒːn/,[sound:al_fa_ir_young.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
